time;target;date
3;339.941;27.05.2021
4;332.347;27.05.2021
5;318.355;27.05.2021
6;329.331;27.05.2021
7;367.64;27.05.2021
8;414.543;27.05.2021
9;465.046;27.05.2021
10;496.075;27.05.2021
11;511.146;27.05.2021
12;511.159;27.05.2021
13;505.216;27.05.2021
14;506.293;27.05.2021
15;496.058;27.05.2021
16;488.078;27.05.2021
17;483.123;27.05.2021
18;477.122;27.05.2021
19;478.836;27.05.2021
20;473.736;27.05.2021
21;466.899;27.05.2021
22;480.004;27.05.2021
23;470.676;27.05.2021
0;423.46;28.05.2021
1;379.58;28.05.2021
2;355.618;28.05.2021
3;343.394;28.05.2021
4;331.744;28.05.2021
5;322.601;28.05.2021
6;334.312;28.05.2021
7;373.365;28.05.2021
8;418.307;28.05.2021
9;467.002;28.05.2021
10;495.963;28.05.2021
11;503.678;28.05.2021
12;504.847;28.05.2021
13;495.779;28.05.2021
14;501.415;28.05.2021
15;497.998;28.05.2021
16;485.889;28.05.2021
17;481.336;28.05.2021
18;473.42;28.05.2021
19;474.296;28.05.2021
20;469.697;28.05.2021
21;462.46;28.05.2021
22;473.007;28.05.2021
23;464.971;28.05.2021
0;424.349;29.05.2021
1;384.061;29.05.2021
2;358.987;29.05.2021
3;346.792;29.05.2021
4;336.679;29.05.2021
5;320.376;29.05.2021
6;323.117;29.05.2021
7;345.88;29.05.2021
8;379.257;29.05.2021
9;427.388;29.05.2021
10;462.003;29.05.2021
11;479.937;29.05.2021
12;480.704;29.05.2021
13;474.098;29.05.2021
14;470.35;29.05.2021
15;466.442;29.05.2021
16;461.886;29.05.2021
17;458.403;29.05.2021
18;456.894;29.05.2021
19;451.805;29.05.2021
20;447.514;29.05.2021
21;447.023;29.05.2021
22;462.356;29.05.2021
23;455.938;29.05.2021
0;419.695;30.05.2021
1;381.269;30.05.2021
2;357.231;30.05.2021
3;343.746;30.05.2021
4;329.358;30.05.2021
5;313.321;30.05.2021
6;316.63;30.05.2021
7;331.293;30.05.2021
8;359.143;30.05.2021
9;400.578;30.05.2021
10;434.531;30.05.2021
11;450.003;30.05.2021
12;450.33;30.05.2021
13;445.788;30.05.2021
14;440.96;30.05.2021
15;436.251;30.05.2021
16;433.441;30.05.2021
17;431.748;30.05.2021
18;434.882;30.05.2021
19;434.41;30.05.2021
20;434.181;30.05.2021
21;438.731;30.05.2021
22;454.555;30.05.2021
23;446.705;30.05.2021
0;404.384;31.05.2021
1;365.365;31.05.2021
2;343.388;31.05.2021
3;330.703;31.05.2021
4;320.567;31.05.2021
5;307.62;31.05.2021
6;320.748;31.05.2021
7;357.24;31.05.2021
8;401.345;31.05.2021
9;449.345;31.05.2021
10;480.0;31.05.2021
11;489.197;31.05.2021
12;487.989;31.05.2021
13;479.455;31.05.2021
14;479.973;31.05.2021
15;475.923;31.05.2021
16;469.879;31.05.2021
17;466.531;31.05.2021
18;455.407;31.05.2021
19;453.484;31.05.2021
20;452.248;31.05.2021
21;452.281;31.05.2021
22;462.023;31.05.2021
23;448.124;31.05.2021
0;403.085;01.06.2021
1;365.122;01.06.2021
2;342.394;01.06.2021
3;332.258;01.06.2021
4;322.153;01.06.2021
5;309.446;01.06.2021
6;322.223;01.06.2021
7;358.834;01.06.2021
8;403.069;01.06.2021
9;449.506;01.06.2021
10;477.707;01.06.2021
11;483.737;01.06.2021
12;484.315;01.06.2021
13;476.213;01.06.2021
14;481.847;01.06.2021
15;477.736;01.06.2021
16;480.82;01.06.2021
17;478.0;01.06.2021
18;468.823;01.06.2021
19;466.822;01.06.2021
20;462.373;01.06.2021
21;458.869;01.06.2021
22;469.359;01.06.2021
23;450.49;01.06.2021
0;405.068;02.06.2021
1;364.524;02.06.2021
2;342.457;02.06.2021
3;330.094;02.06.2021
4;319.41;02.06.2021
5;307.317;02.06.2021
6;321.686;02.06.2021
7;361.489;02.06.2021
8;407.555;02.06.2021
9;453.069;02.06.2021
10;476.986;02.06.2021
11;484.859;02.06.2021
12;484.541;02.06.2021
13;475.28;02.06.2021
14;477.231;02.06.2021
15;473.988;02.06.2021
16;473.084;02.06.2021
17;466.91;02.06.2021
18;456.431;02.06.2021
19;450.704;02.06.2021
20;442.128;02.06.2021
21;438.671;02.06.2021
22;455.439;02.06.2021
23;443.884;02.06.2021
0;396.998;03.06.2021
1;358.503;03.06.2021
2;334.404;03.06.2021
3;322.11;03.06.2021
4;309.931;03.06.2021
5;300.986;03.06.2021
6;313.255;03.06.2021
7;351.449;03.06.2021
8;396.559;03.06.2021
9;444.716;03.06.2021
10;475.233;03.06.2021
11;483.076;03.06.2021
12;483.208;03.06.2021
13;473.548;03.06.2021
14;476.105;03.06.2021
15;476.196;03.06.2021
16;473.162;03.06.2021
17;465.304;03.06.2021
18;456.57;03.06.2021
19;453.349;03.06.2021
20;444.532;03.06.2021
21;436.437;03.06.2021
22;452.307;03.06.2021
23;443.683;03.06.2021
0;395.629;04.06.2021
1;354.446;04.06.2021
2;330.989;04.06.2021
3;319.782;04.06.2021
4;306.893;04.06.2021
5;295.706;04.06.2021
6;309.434;04.06.2021
7;349.807;04.06.2021
8;395.618;04.06.2021
9;444.464;04.06.2021
10;471.932;04.06.2021
11;478.638;04.06.2021
12;478.888;04.06.2021
13;471.372;04.06.2021
14;474.322;04.06.2021
15;474.171;04.06.2021
16;469.17;04.06.2021
17;459.56;04.06.2021
18;451.799;04.06.2021
19;447.621;04.06.2021
20;438.987;04.06.2021
21;434.217;04.06.2021
22;446.783;04.06.2021
23;433.178;04.06.2021
0;393.192;05.06.2021
1;353.834;05.06.2021
2;330.408;05.06.2021
3;319.872;05.06.2021
4;304.976;05.06.2021
5;289.629;05.06.2021
6;296.135;05.06.2021
7;322.339;05.06.2021
8;359.574;05.06.2021
9;408.597;05.06.2021
10;442.687;05.06.2021
11;456.285;05.06.2021
12;457.907;05.06.2021
13;452.844;05.06.2021
14;445.871;05.06.2021
15;439.99;05.06.2021
16;416.649;05.06.2021
17;428.441;05.06.2021
18;428.302;05.06.2021
19;422.639;05.06.2021
20;415.449;05.06.2021
21;412.603;05.06.2021
22;425.546;05.06.2021
23;422.119;05.06.2021
0;385.868;06.06.2021
1;348.173;06.06.2021
2;323.869;06.06.2021
3;309.308;06.06.2021
4;295.458;06.06.2021
5;281.552;06.06.2021
6;286.89;06.06.2021
7;303.185;06.06.2021
8;335.748;06.06.2021
9;379.097;06.06.2021
10;416.014;06.06.2021
11;432.806;06.06.2021
12;434.962;06.06.2021
13;431.649;06.06.2021
14;429.299;06.06.2021
15;428.519;06.06.2021
16;427.997;06.06.2021
17;425.791;06.06.2021
18;422.214;06.06.2021
19;420.38;06.06.2021
20;416.349;06.06.2021
21;413.996;06.06.2021
22;429.142;06.06.2021
23;423.228;06.06.2021
0;378.451;07.06.2021
1;337.088;07.06.2021
2;313.873;07.06.2021
3;302.005;07.06.2021
4;288.941;07.06.2021
5;278.723;07.06.2021
6;293.49;07.06.2021
7;335.199;07.06.2021
8;383.735;07.06.2021
9;433.309;07.06.2021
10;463.463;07.06.2021
11;476.021;07.06.2021
12;476.847;07.06.2021
13;467.83;07.06.2021
14;472.275;07.06.2021
15;470.908;07.06.2021
16;455.951;07.06.2021
17;456.72;07.06.2021
18;447.844;07.06.2021
19;443.077;07.06.2021
20;434.963;07.06.2021
21;429.142;07.06.2021
22;439.407;07.06.2021
23;431.267;07.06.2021
0;386.935;08.06.2021
1;347.844;08.06.2021
2;321.558;08.06.2021
3;310.062;08.06.2021
4;297.61;08.06.2021
5;286.167;08.06.2021
6;299.669;08.06.2021
7;339.269;08.06.2021
8;387.613;08.06.2021
9;438.874;08.06.2021
10;469.602;08.06.2021
11;478.915;08.06.2021
12;479.114;08.06.2021
13;472.321;08.06.2021
14;475.388;08.06.2021
15;475.017;08.06.2021
16;474.523;08.06.2021
17;468.64;08.06.2021
18;455.662;08.06.2021
19;448.503;08.06.2021
20;441.2;08.06.2021
21;435.65;08.06.2021
22;446.151;08.06.2021
23;434.746;08.06.2021
0;390.218;09.06.2021
1;349.478;09.06.2021
2;324.808;09.06.2021
3;313.824;09.06.2021
4;300.415;09.06.2021
5;289.343;09.06.2021
6;303.331;09.06.2021
7;343.073;09.06.2021
8;389.983;09.06.2021
9;438.751;09.06.2021
10;472.522;09.06.2021
11;482.489;09.06.2021
12;479.185;09.06.2021
13;473.446;09.06.2021
14;476.183;09.06.2021
15;472.682;09.06.2021
16;473.09;09.06.2021
17;466.821;09.06.2021
18;455.091;09.06.2021
19;447.851;09.06.2021
20;438.296;09.06.2021
21;433.571;09.06.2021
22;445.847;09.06.2021
23;438.821;09.06.2021
0;393.331;10.06.2021
1;350.324;10.06.2021
2;324.773;10.06.2021
3;312.152;10.06.2021
4;300.402;10.06.2021
5;291.048;10.06.2021
6;302.242;10.06.2021
7;336.749;10.06.2021
8;382.709;10.06.2021
9;431.654;10.06.2021
10;461.886;10.06.2021
11;469.74;10.06.2021
12;467.954;10.06.2021
13;462.197;10.06.2021
14;466.522;10.06.2021
15;466.836;10.06.2021
16;465.463;10.06.2021
17;459.131;10.06.2021
18;449.462;10.06.2021
19;443.505;10.06.2021
20;434.273;10.06.2021
21;428.558;10.06.2021
22;439.762;10.06.2021
23;433.313;10.06.2021
0;387.608;11.06.2021
1;346.772;11.06.2021
2;322.0;11.06.2021
3;310.912;11.06.2021
4;299.909;11.06.2021
5;289.99;11.06.2021
6;302.182;11.06.2021
7;340.981;11.06.2021
8;387.629;11.06.2021
9;438.722;11.06.2021
10;471.259;11.06.2021
11;482.993;11.06.2021
12;485.087;11.06.2021
13;477.0;11.06.2021
14;478.125;11.06.2021
15;472.399;11.06.2021
16;465.719;11.06.2021
17;456.346;11.06.2021
18;447.131;11.06.2021
19;442.128;11.06.2021
20;429.869;11.06.2021
21;421.149;11.06.2021
22;432.318;11.06.2021
23;431.909;11.06.2021
0;392.879;12.06.2021
1;353.324;12.06.2021
2;330.395;12.06.2021
3;316.433;12.06.2021
4;302.02;12.06.2021
5;288.323;12.06.2021
6;292.045;12.06.2021
7;313.094;12.06.2021
8;345.277;12.06.2021
9;389.054;12.06.2021
10;424.029;12.06.2021
11;442.578;12.06.2021
12;448.603;12.06.2021
13;450.676;12.06.2021
14;448.315;12.06.2021
15;448.812;12.06.2021
16;446.015;12.06.2021
17;439.709;12.06.2021
18;436.646;12.06.2021
19;427.803;12.06.2021
20;416.544;12.06.2021
21;410.015;12.06.2021
22;418.07;12.06.2021
23;412.942;12.06.2021
0;376.432;13.06.2021
1;342.936;13.06.2021
2;322.261;13.06.2021
3;309.109;13.06.2021
4;296.851;13.06.2021
5;284.568;13.06.2021
6;287.373;13.06.2021
7;304.666;13.06.2021
8;331.283;13.06.2021
9;369.992;13.06.2021
10;409.791;13.06.2021
11;431.282;13.06.2021
12;434.067;13.06.2021
13;432.078;13.06.2021
14;428.527;13.06.2021
15;421.197;13.06.2021
16;418.909;13.06.2021
17;418.793;13.06.2021
18;419.106;13.06.2021
19;416.909;13.06.2021
20;410.87;13.06.2021
21;410.458;13.06.2021
22;421.494;13.06.2021
23;420.781;13.06.2021
0;384.646;14.06.2021
1;348.451;14.06.2021
2;324.518;14.06.2021
3;312.959;14.06.2021
4;299.019;14.06.2021
5;287.425;14.06.2021
6;293.541;14.06.2021
7;314.965;14.06.2021
8;350.509;14.06.2021
9;396.419;14.06.2021
10;434.904;14.06.2021
11;450.89;14.06.2021
12;452.688;14.06.2021
13;447.612;14.06.2021
14;446.6;14.06.2021
15;441.182;14.06.2021
16;441.772;14.06.2021
17;440.843;14.06.2021
18;437.439;14.06.2021
19;435.001;14.06.2021
20;425.638;14.06.2021
21;424.239;14.06.2021
22;436.422;14.06.2021
23;429.42;14.06.2021
0;384.673;15.06.2021
1;344.849;15.06.2021
2;321.029;15.06.2021
3;309.501;15.06.2021
4;297.87;15.06.2021
5;287.875;15.06.2021
6;300.509;15.06.2021
7;338.683;15.06.2021
8;383.398;15.06.2021
9;430.545;15.06.2021
10;461.894;15.06.2021
11;474.254;15.06.2021
12;477.008;15.06.2021
13;469.389;15.06.2021
14;472.568;15.06.2021
15;468.861;15.06.2021
16;467.422;15.06.2021
17;457.13;15.06.2021
18;447.205;15.06.2021
19;441.952;15.06.2021
20;431.248;15.06.2021
21;425.318;15.06.2021
22;432.536;15.06.2021
23;427.599;15.06.2021
0;384.313;16.06.2021
1;346.805;16.06.2021
2;322.954;16.06.2021
3;312.283;16.06.2021
4;298.113;16.06.2021
5;287.424;16.06.2021
6;302.156;16.06.2021
7;339.206;16.06.2021
8;384.041;16.06.2021
9;432.233;16.06.2021
10;463.998;16.06.2021
11;472.477;16.06.2021
12;473.685;16.06.2021
13;464.105;16.06.2021
14;467.543;16.06.2021
15;465.269;16.06.2021
16;463.31;16.06.2021
17;461.744;16.06.2021
18;450.561;16.06.2021
19;446.325;16.06.2021
20;437.858;16.06.2021
21;429.493;16.06.2021
22;439.953;16.06.2021
23;439.147;16.06.2021
0;395.205;17.06.2021
1;354.476;17.06.2021
2;329.134;17.06.2021
3;316.969;17.06.2021
4;301.734;17.06.2021
5;291.372;17.06.2021
6;305.015;17.06.2021
7;344.267;17.06.2021
8;389.097;17.06.2021
9;438.701;17.06.2021
10;468.824;17.06.2021
11;481.092;17.06.2021
12;481.337;17.06.2021
13;473.423;17.06.2021
14;477.946;17.06.2021
15;476.151;17.06.2021
16;478.175;17.06.2021
17;472.526;17.06.2021
18;461.421;17.06.2021
19;454.889;17.06.2021
20;443.99;17.06.2021
21;436.164;17.06.2021
22;445.41;17.06.2021
23;445.811;17.06.2021
0;401.787;18.06.2021
1;358.039;18.06.2021
2;332.902;18.06.2021
3;318.613;18.06.2021
4;302.088;18.06.2021
5;292.402;18.06.2021
6;306.312;18.06.2021
7;346.83;18.06.2021
8;389.623;18.06.2021
9;443.539;18.06.2021
10;473.432;18.06.2021
11;488.787;18.06.2021
12;491.952;18.06.2021
13;486.527;18.06.2021
14;491.307;18.06.2021
15;487.889;18.06.2021
16;483.454;18.06.2021
17;477.174;18.06.2021
18;469.35;18.06.2021
19;464.354;18.06.2021
20;449.044;18.06.2021
21;438.527;18.06.2021
22;446.485;18.06.2021
23;449.519;18.06.2021
0;410.578;19.06.2021
1;366.736;19.06.2021
2;339.302;19.06.2021
3;324.512;19.06.2021
4;307.613;19.06.2021
5;296.455;19.06.2021
6;304.53;19.06.2021
7;328.043;19.06.2021
8;365.642;19.06.2021
9;414.424;19.06.2021
10;451.792;19.06.2021
11;469.028;19.06.2021
12;471.523;19.06.2021
13;462.835;19.06.2021
14;460.825;19.06.2021
15;455.751;19.06.2021
16;451.48;19.06.2021
17;446.441;19.06.2021
18;444.213;19.06.2021
19;439.925;19.06.2021
20;430.212;19.06.2021
21;422.107;19.06.2021
22;430.939;19.06.2021
23;432.042;19.06.2021
0;398.455;20.06.2021
1;362.168;20.06.2021
2;335.677;20.06.2021
3;322.012;20.06.2021
4;305.706;20.06.2021
5;292.863;20.06.2021
6;299.454;20.06.2021
7;317.246;20.06.2021
8;345.902;20.06.2021
9;390.642;20.06.2021
10;425.66;20.06.2021
11;442.924;20.06.2021
12;450.76;20.06.2021
13;448.432;20.06.2021
14;444.737;20.06.2021
15;444.365;20.06.2021
16;443.729;20.06.2021
17;443.191;20.06.2021
18;442.812;20.06.2021
19;442.207;20.06.2021
20;434.761;20.06.2021
21;429.31;20.06.2021
22;437.71;20.06.2021
23;441.245;20.06.2021
0;399.194;21.06.2021
1;356.966;21.06.2021
2;329.354;21.06.2021
3;316.526;21.06.2021
4;302.55;21.06.2021
5;291.486;21.06.2021
6;303.679;21.06.2021
7;343.723;21.06.2021
8;391.544;21.06.2021
9;450.037;21.06.2021
10;489.491;21.06.2021
11;504.803;21.06.2021
12;508.976;21.06.2021
13;504.887;21.06.2021
14;509.546;21.06.2021
15;503.087;21.06.2021
16;498.117;21.06.2021
17;488.726;21.06.2021
18;477.439;21.06.2021
19;469.499;21.06.2021
20;458.157;21.06.2021
21;450.173;21.06.2021
22;457.054;21.06.2021
23;459.099;21.06.2021
0;416.348;22.06.2021
1;369.323;22.06.2021
2;344.417;22.06.2021
3;329.653;22.06.2021
4;314.024;22.06.2021
5;302.641;22.06.2021
6;314.682;22.06.2021
7;349.646;22.06.2021
8;395.801;22.06.2021
9;453.331;22.06.2021
10;491.003;22.06.2021
11;507.761;22.06.2021
12;512.972;22.06.2021
13;507.118;22.06.2021
14;511.277;22.06.2021
15;508.886;22.06.2021
16;503.935;22.06.2021
17;492.45;22.06.2021
18;478.568;22.06.2021
19;471.157;22.06.2021
20;458.503;22.06.2021
21;448.862;22.06.2021
22;462.718;22.06.2021
23;447.779;22.06.2021
0;398.802;23.06.2021
1;351.429;23.06.2021
2;328.577;23.06.2021
3;316.056;23.06.2021
4;306.742;23.06.2021
5;295.878;23.06.2021
6;306.4;23.06.2021
7;338.292;23.06.2021
8;382.504;23.06.2021
9;436.707;23.06.2021
10;472.899;23.06.2021
11;488.014;23.06.2021
12;489.181;23.06.2021
13;481.515;23.06.2021
14;486.611;23.06.2021
15;484.412;23.06.2021
16;487.169;23.06.2021
17;478.206;23.06.2021
18;466.299;23.06.2021
19;444.949;23.06.2021
20;436.251;23.06.2021
21;434.121;23.06.2021
22;437.388;23.06.2021
23;432.166;23.06.2021
0;390.931;24.06.2021
1;350.313;24.06.2021
2;329.784;24.06.2021
3;319.044;24.06.2021
4;306.17;24.06.2021
5;295.329;24.06.2021
6;306.048;24.06.2021
7;340.036;24.06.2021
8;385.092;24.06.2021
9;434.032;24.06.2021
10;466.889;24.06.2021
11;466.641;24.06.2021
12;481.786;24.06.2021
13;475.341;24.06.2021
14;479.566;24.06.2021
15;477.748;24.06.2021
16;478.182;24.06.2021
17;472.573;24.06.2021
18;462.376;24.06.2021
19;453.47;24.06.2021
20;443.544;24.06.2021
21;434.605;24.06.2021
22;440.601;24.06.2021
23;436.55;24.06.2021
0;391.183;25.06.2021
1;351.67;25.06.2021
2;326.213;25.06.2021
3;313.262;25.06.2021
4;299.812;25.06.2021
5;289.769;25.06.2021
6;301.008;25.06.2021
7;334.526;25.06.2021
8;379.001;25.06.2021
9;431.086;25.06.2021
10;464.265;25.06.2021
11;477.003;25.06.2021
12;478.124;25.06.2021
13;469.635;25.06.2021
14;475.819;25.06.2021
15;470.833;25.06.2021
16;468.008;25.06.2021
17;460.673;25.06.2021
18;452.072;25.06.2021
19;446.419;25.06.2021
20;432.525;25.06.2021
21;423.018;25.06.2021
22;431.151;25.06.2021
23;430.59;25.06.2021
0;391.654;26.06.2021
1;350.317;26.06.2021
2;326.805;26.06.2021
3;312.129;26.06.2021
4;298.568;26.06.2021
5;285.302;26.06.2021
6;292.587;26.06.2021
7;313.036;26.06.2021
8;346.379;26.06.2021
9;395.613;26.06.2021
10;431.923;26.06.2021
11;449.72;26.06.2021
12;454.156;26.06.2021
13;448.965;26.06.2021
14;444.411;26.06.2021
15;440.671;26.06.2021
16;439.121;26.06.2021
17;433.092;26.06.2021
18;428.4;26.06.2021
19;424.68;26.06.2021
20;413.186;26.06.2021
21;407.407;26.06.2021
22;413.721;26.06.2021
23;414.522;26.06.2021
0;381.953;27.06.2021
1;345.248;27.06.2021
2;321.461;27.06.2021
3;309.229;27.06.2021
4;292.824;27.06.2021
5;279.048;27.06.2021
6;283.75;27.06.2021
7;299.577;27.06.2021
8;327.35;27.06.2021
9;367.2;27.06.2021
10;405.261;27.06.2021
11;423.576;27.06.2021
12;431.597;27.06.2021
13;432.139;27.06.2021
14;430.361;27.06.2021
15;426.198;27.06.2021
16;428.464;27.06.2021
17;427.106;27.06.2021
18;426.223;27.06.2021
19;426.378;27.06.2021
20;420.543;27.06.2021
21;419.456;27.06.2021
22;427.062;27.06.2021
23;423.069;27.06.2021
0;381.975;28.06.2021
1;341.777;28.06.2021
2;317.036;28.06.2021
3;303.646;28.06.2021
4;290.353;28.06.2021
5;281.004;28.06.2021
6;292.523;28.06.2021
7;328.115;28.06.2021
8;371.923;28.06.2021
9;425.089;28.06.2021
10;458.74;28.06.2021
11;476.383;28.06.2021
12;479.085;28.06.2021
13;471.98;28.06.2021
14;478.395;28.06.2021
15;476.129;28.06.2021
16;476.971;28.06.2021
17;470.154;28.06.2021
18;457.592;28.06.2021
19;447.226;28.06.2021
20;433.016;28.06.2021
21;425.337;28.06.2021
22;432.346;28.06.2021
23;430.358;28.06.2021
0;389.177;29.06.2021
1;345.961;29.06.2021
2;320.494;29.06.2021
3;307.944;29.06.2021
4;295.388;29.06.2021
5;284.468;29.06.2021
6;294.96;29.06.2021
7;330.872;29.06.2021
8;378.046;29.06.2021
9;433.835;29.06.2021
10;466.093;29.06.2021
11;483.071;29.06.2021
12;483.69;29.06.2021
13;480.559;29.06.2021
14;486.435;29.06.2021
15;483.687;29.06.2021
16;481.38;29.06.2021
17;473.855;29.06.2021
18;462.482;29.06.2021
19;457.4;29.06.2021
20;445.029;29.06.2021
21;435.849;29.06.2021
22;443.515;29.06.2021
23;437.877;29.06.2021
0;391.183;30.06.2021
1;347.357;30.06.2021
2;323.621;30.06.2021
3;310.116;30.06.2021
4;296.087;30.06.2021
5;285.297;30.06.2021
6;297.636;30.06.2021
7;332.79;30.06.2021
8;380.781;30.06.2021
9;432.327;30.06.2021
10;465.948;30.06.2021
11;476.401;30.06.2021
12;481.115;30.06.2021
13;474.171;30.06.2021
14;479.001;30.06.2021
15;474.692;30.06.2021
16;473.071;30.06.2021
17;467.569;30.06.2021
18;457.941;30.06.2021
19;452.896;30.06.2021
20;444.698;30.06.2021
21;440.039;30.06.2021
22;452.883;30.06.2021
23;439.95;30.06.2021
0;391.119;01.07.2021
1;350.017;01.07.2021
2;326.435;01.07.2021
3;313.798;01.07.2021
4;301.15;01.07.2021
5;289.993;01.07.2021
6;300.719;01.07.2021
7;335.618;01.07.2021
8;378.86;01.07.2021
9;430.571;01.07.2021
10;466.84;01.07.2021
11;481.324;01.07.2021
12;486.251;01.07.2021
13;479.418;01.07.2021
14;485.223;01.07.2021
15;483.139;01.07.2021
16;482.69;01.07.2021
17;474.958;01.07.2021
18;461.31;01.07.2021
19;453.13;01.07.2021
20;445.122;01.07.2021
21;440.349;01.07.2021
22;446.504;01.07.2021
23;438.741;01.07.2021
0;392.619;02.07.2021
1;353.056;02.07.2021
2;331.824;02.07.2021
3;315.72;02.07.2021
4;304.227;02.07.2021
5;290.871;02.07.2021
6;297.417;02.07.2021
7;329.333;02.07.2021
8;371.167;02.07.2021
9;423.004;02.07.2021
10;457.094;02.07.2021
11;472.818;02.07.2021
12;479.243;02.07.2021
13;478.055;02.07.2021
14;478.409;02.07.2021
15;477.937;02.07.2021
16;476.523;02.07.2021
17;465.678;02.07.2021
18;455.084;02.07.2021
19;451.857;02.07.2021
20;443.738;02.07.2021
21;436.34;02.07.2021
22;438.692;02.07.2021
23;431.141;02.07.2021
0;393.212;03.07.2021
1;353.285;03.07.2021
2;328.705;03.07.2021
3;316.057;03.07.2021
4;303.032;03.07.2021
5;288.994;03.07.2021
6;294.366;03.07.2021
7;314.014;03.07.2021
8;346.792;03.07.2021
9;395.098;03.07.2021
10;432.256;03.07.2021
11;455.997;03.07.2021
12;461.741;03.07.2021
13;452.605;03.07.2021
14;448.62;03.07.2021
15;441.605;03.07.2021
16;441.385;03.07.2021
17;439.866;03.07.2021
18;433.914;03.07.2021
19;427.847;03.07.2021
20;416.314;03.07.2021
21;409.822;03.07.2021
22;417.215;03.07.2021
23;418.887;03.07.2021
0;383.913;04.07.2021
1;344.86;04.07.2021
2;321.406;04.07.2021
3;307.071;04.07.2021
4;293.891;04.07.2021
5;279.426;04.07.2021
6;282.708;04.07.2021
7;297.636;04.07.2021
8;325.781;04.07.2021
9;367.932;04.07.2021
10;409.058;04.07.2021
11;432.474;04.07.2021
12;438.891;04.07.2021
13;434.988;04.07.2021
14;433.555;04.07.2021
15;435.62;04.07.2021
16;432.002;04.07.2021
17;433.134;04.07.2021
18;432.867;04.07.2021
19;428.539;04.07.2021
20;419.736;04.07.2021
21;417.63;04.07.2021
22;429.928;04.07.2021
23;426.291;04.07.2021
0;384.694;05.07.2021
1;343.594;05.07.2021
2;317.715;05.07.2021
3;306.447;05.07.2021
4;296.835;05.07.2021
5;286.275;05.07.2021
6;293.365;05.07.2021
7;325.125;05.07.2021
8;366.524;05.07.2021
9;420.118;05.07.2021
10;458.856;05.07.2021
11;474.376;05.07.2021
12;481.071;05.07.2021
13;476.12;05.07.2021
14;483.844;05.07.2021
15;480.491;05.07.2021
16;481.44;05.07.2021
17;474.617;05.07.2021
18;460.512;05.07.2021
19;454.514;05.07.2021
20;443.735;05.07.2021
21;436.18;05.07.2021
22;445.839;05.07.2021
23;435.725;05.07.2021
0;391.166;06.07.2021
1;347.718;06.07.2021
2;321.618;06.07.2021
3;309.881;06.07.2021
4;298.122;06.07.2021
5;286.755;06.07.2021
6;296.06;06.07.2021
7;331.452;06.07.2021
8;379.187;06.07.2021
9;432.069;06.07.2021
10;471.416;06.07.2021
11;486.36;06.07.2021
12;487.387;06.07.2021
13;481.483;06.07.2021
14;486.894;06.07.2021
15;486.37;06.07.2021
16;486.596;06.07.2021
17;480.316;06.07.2021
18;468.377;06.07.2021
19;460.802;06.07.2021
20;449.572;06.07.2021
21;440.511;06.07.2021
22;450.6;06.07.2021
23;448.301;06.07.2021
0;404.59;07.07.2021
1;357.917;07.07.2021
2;330.044;07.07.2021
3;317.616;07.07.2021
4;305.19;07.07.2021
5;289.811;07.07.2021
6;303.619;07.07.2021
7;337.47;07.07.2021
8;383.73;07.07.2021
9;440.827;07.07.2021
10;481.645;07.07.2021
11;500.256;07.07.2021
12;504.554;07.07.2021
13;494.323;07.07.2021
14;500.008;07.07.2021
15;498.144;07.07.2021
16;498.1;07.07.2021
17;490.73;07.07.2021
18;480.503;07.07.2021
19;471.892;07.07.2021
20;458.96;07.07.2021
21;449.808;07.07.2021
22;457.896;07.07.2021
23;451.087;07.07.2021
0;405.626;08.07.2021
1;359.433;08.07.2021
2;335.438;08.07.2021
3;321.555;08.07.2021
4;312.095;08.07.2021
5;303.28;08.07.2021
6;307.606;08.07.2021
7;336.872;08.07.2021
8;377.227;08.07.2021
9;429.263;08.07.2021
10;467.877;08.07.2021
11;485.257;08.07.2021
12;489.425;08.07.2021
13;481.319;08.07.2021
14;485.824;08.07.2021
15;483.562;08.07.2021
16;482.875;08.07.2021
17;476.071;08.07.2021
18;465.945;08.07.2021
19;459.096;08.07.2021
20;447.617;08.07.2021
21;445.24;08.07.2021
22;449.296;08.07.2021
23;438.454;08.07.2021
0;396.257;09.07.2021
1;355.015;09.07.2021
2;332.421;09.07.2021
3;321.252;09.07.2021
4;310.943;09.07.2021
5;297.084;09.07.2021
6;304.419;09.07.2021
7;337.339;09.07.2021
8;381.487;09.07.2021
9;443.631;09.07.2021
10;484.679;09.07.2021
11;502.714;09.07.2021
12;504.507;09.07.2021
13;494.669;09.07.2021
14;494.042;09.07.2021
15;494.78;09.07.2021
16;493.857;09.07.2021
17;488.619;09.07.2021
18;480.618;09.07.2021
19;472.815;09.07.2021
20;463.36;09.07.2021
21;469.235;09.07.2021
22;458.414;09.07.2021
23;432.711;09.07.2021
0;391.813;10.07.2021
1;356.055;10.07.2021
2;331.539;10.07.2021
3;319.822;10.07.2021
4;309.235;10.07.2021
5;293.421;10.07.2021
6;295.067;10.07.2021
7;315.824;10.07.2021
8;344.699;10.07.2021
9;392.22;10.07.2021
10;431.552;10.07.2021
11;452.343;10.07.2021
12;458.009;10.07.2021
13;455.761;10.07.2021
14;453.784;10.07.2021
15;444.643;10.07.2021
16;441.689;10.07.2021
17;436.492;10.07.2021
18;435.475;10.07.2021
19;430.912;10.07.2021
20;418.935;10.07.2021
21;411.133;10.07.2021
22;422.454;10.07.2021
